	MSZoning	Street	Alley	LotShape	LandContour	Utilities	LotConfig	LandSlope	Neighborhood	Condition1	Condition2	BldgType	HouseStyle	RoofStyle	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	Foundation	BsmtExposure	BsmtFinType1	BsmtFinType2	Heating	CentralAir	Electrical	Functional	GarageType	GarageFinish	PavedDrive	PoolQC	Fence	MiscFeature	SaleType	SaleCondition	ExterQual	ExterCond	BsmtQual	BsmtCond	HeatingQC	KitchenQual	FireplaceQu	GarageQual	GarageCond	Id	MSSubClass	LotFrontage	LotArea	OverallQual	OverallCond	YearBuilt	YearRemodAdd	MasVnrArea	BsmtFinSF1	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	TotRmsAbvGrd	Fireplaces	GarageYrBlt	GarageCars	GarageArea	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	MiscVal	MoSold	YrSold	SalePrice	TotSqFt
1091	1	1	1	3	3	0	4	0	21	2	2	3	5	1	0	8	8	1	2	3	1	5	1	1	4	6	5	2	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	1092	160	24.0	2160	7	5	1999	2000	212.0	510	0	90	600	0	1252	1	0	2	1	2	1	4	0	1999.0	2	462	0	48	0	0	0	0	0	3	2008	11.982929094215963	1252
1092	3	1	2	3	0	0	4	0	18	2	2	0	0	1	0	8	8	2	2	3	4	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	2	3	4	3	3	1093	50	60.0	8400	6	5	1925	1950	0.0	423	0	758	1181	0	1694	0	0	2	0	4	1	7	1	1925.0	2	576	342	0	128	0	0	0	0	6	2008	11.824079893607152	1694
1093	3	1	2	3	3	0	0	0	12	1	2	0	2	3	0	8	8	1	1	2	2	5	1	1	4	6	5	2	2	3	2	4	8	4	3	3	3	3	4	4	0	3	3	1094	20	71.0	9230	5	8	1965	1998	166.0	661	0	203	864	0	1200	1	0	1	1	1	1	6	0	1977.0	2	884	0	64	0	0	0	0	0	10	2006	11.891361900690473	1200
1094	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	8	8	2	1	3	1	4	1	1	4	6	1	0	2	3	4	4	8	4	3	3	3	3	5	3	0	3	3	1095	20	74.0	5868	5	7	1956	2000	0.0	248	240	448	936	0	936	1	0	1	0	2	1	4	0	1956.0	1	308	0	0	80	0	160	0	0	5	2010	11.76756768334381	936
1095	3	1	2	0	3	0	4	0	5	2	2	0	2	1	0	12	13	2	2	3	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	4	4	4	3	3	1096	20	78.0	9317	6	5	2006	2006	0.0	24	0	1290	1314	0	1314	0	0	2	0	3	1	6	1	2006.0	2	440	0	22	0	0	0	0	0	3	2007	12.08069081199846	1314
1096	4	1	2	3	3	0	4	0	9	2	2	0	5	1	0	13	14	2	2	3	5	5	1	1	4	6	6	3	2	3	4	4	8	4	3	3	3	3	3	4	0	0	0	1097	70	60.0	6882	6	7	1914	2006	0.0	0	0	684	684	0	1355	0	0	1	1	3	1	7	0	0.0	0	0	136	0	115	0	0	0	0	3	2007	11.751942365440728	1355
1097	3	1	2	3	3	0	4	0	22	2	2	4	2	1	0	6	6	2	1	3	5	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	0	3	3	1098	120	0.0	3696	8	5	1986	1986	0.0	0	0	1074	1074	0	1088	0	0	1	1	2	1	5	0	1987.0	2	461	0	74	137	0	0	0	0	10	2007	12.043553716032399	1088
1098	4	1	2	3	3	0	4	0	3	2	2	0	0	1	0	8	8	2	0	3	1	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	1099	50	50.0	6000	4	6	1936	1950	0.0	672	0	0	672	0	1324	0	0	1	0	3	1	6	0	1936.0	1	240	0	0	0	0	0	0	0	7	2009	11.759785542901755	1324
1099	3	1	2	0	3	0	4	0	14	6	2	0	2	1	0	9	10	1	1	3	0	5	1	1	4	6	1	1	2	3	4	4	0	0	3	3	4	3	3	3	3	3	3	1100	20	82.0	11880	7	5	1978	1978	206.0	704	0	567	1271	0	1601	0	0	2	0	3	1	7	1	1978.0	2	478	0	0	0	0	0	0	0	4	2009	11.964001084330445	1601
1100	3	1	2	3	0	0	4	0	18	2	2	0	2	1	0	13	14	2	1	3	4	5	1	0	1	6	5	2	0	3	4	4	8	4	3	3	3	2	3	2	0	3	3	1101	30	60.0	8400	2	5	1920	1950	0.0	290	0	0	290	0	438	0	0	1	0	1	1	3	0	1930.0	1	246	0	0	0	0	0	0	0	1	2009	11.002099841204238	438
1101	3	1	2	0	3	0	4	0	12	2	2	0	2	1	0	6	8	2	1	3	1	3	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	1102	20	61.0	9758	5	5	1971	1971	0.0	412	287	251	950	0	950	0	0	1	0	3	1	5	0	1981.0	1	280	0	0	0	0	0	0	0	7	2007	11.691071650353702	950
1102	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	13	14	1	1	3	4	5	1	1	4	6	1	1	2	3	3	4	8	3	3	3	3	3	5	3	0	3	3	1103	20	70.0	7000	5	7	1960	2002	45.0	588	0	422	1010	0	1134	0	0	1	0	2	1	6	0	1960.0	1	254	0	16	0	0	0	0	0	4	2007	11.813030057420567	1134
1103	3	1	2	3	3	0	0	0	12	2	2	0	2	3	0	3	3	2	1	2	0	5	1	1	4	6	3	0	2	3	4	4	8	4	3	3	3	3	5	3	2	3	3	1104	20	79.0	8910	6	6	1959	1959	0.0	655	0	0	655	0	1194	0	1	1	0	3	1	6	1	1954.0	2	539	0	0	192	0	0	0	0	7	2006	11.979799201207037	1194
1104	4	1	2	3	3	0	4	0	2	2	2	4	5	1	0	6	6	1	1	3	5	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	1105	160	24.0	2016	5	5	1970	1970	304.0	0	0	630	630	0	1302	0	0	2	1	3	1	6	0	1970.0	2	440	0	0	0	0	0	0	0	4	2007	11.571194373094205	1302
1105	3	1	2	0	3	0	0	0	15	2	2	0	5	1	0	6	6	1	2	0	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	5	3	5	4	3	3	3	1106	60	98.0	12256	8	5	1994	1995	362.0	1032	0	431	1463	0	2622	1	0	2	1	3	1	9	2	1994.0	2	712	186	32	0	0	0	0	0	4	2010	12.691580461311874	2622
1106	3	1	2	0	3	0	0	0	20	1	2	0	2	3	0	6	6	2	2	2	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	4	4	3	3	3	1107	20	114.0	10357	7	5	1990	1991	0.0	738	0	172	910	0	1442	1	0	2	0	3	1	6	1	1990.0	2	719	0	244	0	0	0	0	0	5	2007	12.100156419938624	1442
1107	3	1	2	2	1	0	1	0	8	2	2	0	5	1	0	12	13	2	2	3	5	5	1	1	4	6	3	1	2	3	4	4	6	5	4	3	5	4	5	4	4	3	3	1108	60	168.0	23257	7	5	2006	2006	0.0	0	0	868	868	0	2021	0	0	2	1	3	1	9	1	2006.0	2	422	0	100	0	0	0	0	0	9	2006	12.523525876315125	2021
1108	3	1	2	3	3	0	4	0	8	2	2	0	5	1	0	12	13	2	2	3	5	5	1	1	4	6	1	1	2	3	4	4	8	0	3	3	4	3	5	3	3	3	3	1109	60	0.0	8063	6	5	2000	2000	0.0	0	0	924	924	0	1690	0	0	2	1	3	1	7	1	2000.0	2	463	100	48	0	0	0	0	0	11	2007	12.106252310247962	1690
1109	3	1	2	0	3	0	4	0	16	2	2	0	2	1	0	8	8	3	2	2	2	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	5	3	5	4	4	3	3	1110	20	107.0	11362	8	5	2004	2005	42.0	1039	0	797	1836	0	1836	1	0	2	0	3	1	7	1	2004.0	3	862	125	185	0	0	0	0	0	3	2009	12.542544882151386	1836
1110	3	1	2	3	3	0	4	0	8	2	2	0	5	1	0	6	6	2	2	3	2	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	4	3	4	3	3	3	3	1111	60	0.0	8000	6	5	1995	1996	0.0	219	0	554	773	0	1658	1	0	2	1	3	1	8	1	1995.0	2	431	224	84	0	0	0	0	0	6	2008	12.144197241812087	1658
1111	3	1	2	3	3	0	4	0	14	2	2	0	5	3	0	9	10	1	1	3	0	5	1	1	4	6	1	1	2	3	4	4	8	4	3	3	3	3	3	3	4	3	3	1112	60	80.0	10480	7	6	1976	1976	660.0	403	0	400	803	0	1964	0	0	2	1	4	1	8	1	1976.0	2	483	0	69	0	0	0	0	0	9	2008	12.230765258120545	1964
1112	3	1	2	0	3	0	0	0	12	2	2	0	2	1	0	14	15	2	1	3	2	5	1	1	0	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	0	3	3	1113	20	73.0	7100	5	7	1957	1957	0.0	708	0	108	816	0	816	1	0	1	0	2	1	5	0	1957.0	1	308	0	0	0	0	0	0	0	7	2006	11.77452020265869	816
1113	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	13	14	2	1	3	1	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	3	3	4	4	0	3	3	1114	20	66.0	8923	5	7	1953	2006	0.0	643	0	365	1008	0	1008	1	0	1	0	2	1	6	0	1953.0	1	240	0	18	0	0	0	0	0	5	2007	11.809319478024031	1008
1114	3	1	2	3	3	0	4	0	17	2	2	0	2	1	0	8	8	2	1	3	4	5	1	1	4	6	5	2	2	3	2	4	8	4	3	4	3	3	5	4	0	3	3	1115	20	90.0	5400	5	7	1954	2000	0.0	415	0	418	833	0	833	0	0	1	0	2	1	4	0	1955.0	1	326	0	0	0	0	0	0	0	8	2006	11.669929213779893	833
1115	3	1	2	3	3	0	4	0	16	2	2	0	2	3	0	12	13	3	2	3	2	5	1	1	4	6	1	1	2	3	4	4	6	5	4	3	5	3	5	5	4	3	3	1116	20	93.0	12085	8	5	2007	2007	328.0	1004	0	730	1734	0	1734	1	0	2	0	3	1	7	1	2007.0	3	928	0	0	0	0	0	0	0	11	2007	12.669806661762314	1734
1116	3	1	2	3	3	0	4	0	8	2	2	0	7	3	0	12	13	2	2	3	2	5	1	1	4	6	3	0	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	1117	80	0.0	7750	8	5	2002	2002	0.0	353	0	55	408	0	1419	1	0	2	1	3	1	7	1	2002.0	2	527	120	0	0	0	0	0	0	3	2009	12.123234367221169	1419
1117	3	1	2	0	3	0	2	0	19	1	2	0	2	1	0	12	13	2	1	3	1	5	1	1	4	6	1	1	2	3	4	4	8	4	3	3	3	3	5	4	0	3	3	1118	20	57.0	9764	5	7	1967	2003	0.0	702	0	192	894	0	894	1	0	1	0	3	1	5	0	1967.0	2	450	0	0	0	0	0	0	0	5	2008	11.77528972943772	894
1118	3	1	2	3	3	0	4	0	19	2	2	0	7	1	0	8	8	2	1	3	5	5	1	1	4	3	3	1	2	3	4	4	8	4	3	4	3	3	3	3	0	3	3	1119	80	85.0	13825	5	6	1958	1987	0.0	0	0	533	533	0	1601	0	1	1	0	3	1	6	0	1958.0	1	300	280	34	0	0	0	0	0	12	2008	11.84939770159144	1601
1119	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	3	14	2	1	3	3	5	1	1	0	6	1	1	2	3	1	4	8	4	3	3	3	3	3	3	0	3	3	1120	20	70.0	7560	5	5	1959	1959	0.0	369	0	671	1040	0	1040	0	0	1	0	3	1	6	0	1959.0	1	286	140	0	252	0	0	0	0	7	2006	11.803353763090035	1040
1120	4	1	2	3	0	0	4	1	9	2	2	0	2	1	0	3	3	2	0	3	5	5	1	1	0	6	5	2	2	3	2	4	8	4	3	3	3	3	3	3	4	3	3	1121	30	59.0	8263	6	5	1920	1950	0.0	0	0	1012	1012	0	1012	0	0	1	0	2	1	6	1	1920.0	1	308	0	22	112	0	0	0	0	5	2007	11.681824001432043	1012
1121	3	1	2	3	3	0	4	0	5	2	2	0	2	1	0	12	13	1	2	0	2	5	1	1	4	6	1	1	2	3	4	4	6	5	4	3	4	3	5	4	0	3	3	1122	20	84.0	10084	7	5	2005	2006	196.0	24	0	1528	1552	0	1552	0	0	2	0	3	1	7	0	2005.0	3	782	144	20	0	0	0	0	0	7	2006	12.26857785088157	1552
1122	3	1	2	0	3	0	0	0	7	2	2	0	2	1	0	0	0	2	1	3	5	5	1	1	0	6	2	2	2	3	2	4	0	0	3	3	3	3	5	3	0	3	3	1123	20	0.0	8926	4	3	1956	1956	0.0	0	0	672	672	0	960	0	0	1	0	3	1	5	0	1956.0	1	288	64	0	0	0	160	0	0	10	2009	11.626254150277232	960
1123	3	1	2	3	3	0	4	0	7	2	2	0	2	3	0	12	13	2	1	3	5	5	1	1	4	6	6	3	2	3	4	4	8	4	3	5	3	3	5	3	0	0	0	1124	20	50.0	9405	5	9	1947	2008	0.0	0	0	698	698	0	698	0	1	1	0	2	1	4	0	0.0	0	0	0	200	0	0	0	0	0	6	2009	11.678439903447801	698
1124	3	1	2	0	3	0	4	0	8	2	2	0	7	1	0	6	6	1	2	3	5	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	4	3	4	4	3	3	3	1125	80	0.0	9125	7	5	1992	1992	170.0	0	0	384	384	0	1482	0	0	2	1	3	1	7	1	1992.0	2	392	100	25	0	0	0	0	0	7	2007	12.00701176473192	1482
1125	3	1	2	3	3	0	4	0	12	2	2	0	2	1	0	9	10	2	1	3	5	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	2	3	2	2	1126	20	60.0	10434	4	5	1955	1955	0.0	0	0	1005	1005	0	1005	0	0	1	0	2	1	5	1	1977.0	2	672	0	0	0	0	0	0	0	11	2009	11.652687407345388	1005
1126	3	1	2	3	3	0	4	0	0	2	2	4	2	3	0	12	13	1	2	3	5	5	1	1	4	6	1	0	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	1127	120	53.0	3684	7	5	2007	2007	130.0	0	0	1373	1373	0	1555	0	0	2	0	2	1	7	1	2007.0	3	660	143	20	0	0	0	0	0	6	2009	12.066810578196666	1555
1127	3	1	2	2	3	0	0	0	8	2	2	0	2	3	0	12	13	2	2	0	2	5	1	1	4	6	1	0	2	3	4	4	8	3	4	3	4	3	5	4	4	3	3	1128	20	182.0	14572	7	5	2004	2004	0.0	1300	0	230	1530	0	1530	1	0	2	0	3	1	7	1	2004.0	3	630	144	36	0	0	0	0	0	11	2007	12.464583340681674	1530
1128	3	1	2	0	3	0	4	0	8	2	2	0	5	1	0	12	13	2	2	0	5	5	1	1	4	6	3	0	2	3	4	4	8	4	4	3	4	3	5	4	4	3	3	1129	60	59.0	11796	7	5	2004	2005	0.0	0	0	847	847	0	1959	0	0	2	1	4	1	8	1	2004.0	2	434	100	48	0	0	0	0	0	7	2007	12.2783933071098	1959
1129	4	1	0	3	3	0	4	0	17	2	2	2	6	1	0	8	8	1	1	1	2	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	4	3	3	3	0	3	3	1130	90	60.0	7200	5	5	1980	1980	180.0	936	0	0	936	0	936	1	0	1	0	2	1	4	0	1980.0	2	672	49	0	0	0	0	0	0	8	2007	11.84939770159144	936
1130	3	1	2	3	3	0	4	0	18	2	2	0	0	1	0	14	10	2	0	3	1	5	1	1	4	3	5	2	2	3	2	4	8	4	3	3	3	3	3	4	3	3	3	1131	50	65.0	7804	4	3	1928	1950	0.0	622	0	500	1122	0	1981	1	0	2	0	4	1	7	2	1981.0	2	576	431	44	0	0	0	0	0	12	2009	11.813030057420567	1981
1131	3	1	2	3	3	0	4	0	11	2	2	0	2	1	0	6	6	2	2	2	1	5	1	1	4	6	6	3	2	3	2	4	7	0	3	3	4	3	3	3	0	0	0	1132	20	63.0	10712	5	5	1991	1992	0.0	212	0	762	974	0	974	0	0	1	0	3	1	5	0	0.0	0	0	0	28	0	0	0	0	0	9	2007	11.44571671527678	974
1132	4	1	2	3	3	0	4	0	17	2	2	0	5	1	0	13	14	2	0	2	5	5	2	1	4	6	5	2	0	3	4	4	8	4	3	3	3	3	3	2	0	2	3	1133	70	90.0	9900	6	4	1880	1950	0.0	0	0	1008	1008	0	2210	0	0	2	0	5	1	8	0	1930.0	1	205	0	48	0	0	0	0	0	5	2007	11.67419361256635	2210
1133	3	1	2	0	3	0	4	0	20	2	2	0	5	1	0	12	13	2	2	3	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	3	3	3	1134	60	80.0	9828	8	5	1995	1995	0.0	584	0	544	1128	0	2020	0	0	2	1	3	1	8	1	1995.0	2	466	0	155	0	0	0	0	0	6	2009	12.386308695833106	2020
1134	3	1	2	0	1	0	4	0	8	2	2	0	5	1	0	12	13	2	2	0	5	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	4	3	4	3	3	3	3	1135	60	57.0	8773	6	5	1997	1997	0.0	0	0	916	916	0	1600	0	0	2	1	3	1	7	1	1997.0	2	460	100	38	0	0	0	0	0	8	2007	12.037653993905211	1600
1135	4	1	2	3	3	0	0	0	3	2	2	0	2	1	0	13	14	2	0	3	5	5	1	0	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	4	3	3	1136	30	60.0	6180	6	5	1926	1950	0.0	0	0	960	960	0	986	0	0	1	0	2	1	5	1	1926.0	1	180	0	128	0	0	0	0	0	5	2007	11.532728092266408	986
1136	3	1	2	3	3	0	4	0	12	2	2	0	0	1	0	12	13	2	1	3	1	5	1	1	0	6	1	2	2	3	4	4	8	0	3	3	3	3	3	3	0	3	3	1137	50	80.0	9600	6	5	1950	1950	0.0	280	0	752	1032	0	1252	0	0	1	0	3	1	6	0	1950.0	1	288	0	0	96	0	0	0	0	4	2008	11.686878772093667	1252
1137	3	1	2	3	3	0	4	0	19	1	2	0	0	1	0	12	13	2	1	3	5	5	1	0	4	6	6	3	0	3	4	4	8	4	3	4	3	3	4	3	0	0	0	1138	50	54.0	6342	5	8	1875	1996	0.0	0	0	780	780	0	1020	0	0	1	0	2	1	6	0	0.0	0	0	0	0	176	0	0	0	0	5	2010	11.451050061252142	1020
1138	3	1	2	0	3	0	4	1	11	2	2	0	2	1	0	9	7	2	2	1	0	5	1	1	4	6	1	1	2	3	4	4	8	4	3	3	3	3	3	4	3	3	3	1139	20	0.0	9819	6	5	1977	1977	0.0	1567	0	0	1567	0	1567	1	0	2	0	2	1	5	2	1977.0	2	714	264	32	0	0	0	0	0	5	2009	12.185869938212655	1567
1139	3	1	2	0	3	0	4	0	3	2	2	0	2	1	0	11	12	2	0	3	1	5	1	1	4	0	5	2	2	3	4	4	8	4	3	2	3	3	3	3	4	3	3	1140	30	98.0	8731	5	5	1920	1950	0.0	645	0	270	915	0	1167	0	0	1	0	3	1	6	1	1972.0	2	495	0	0	216	0	126	0	0	5	2007	11.877568578558138	1167
1140	3	1	2	3	3	0	0	0	12	2	2	0	2	1	0	6	6	2	1	2	0	5	1	1	4	6	5	2	2	3	4	4	0	0	3	3	3	3	3	3	0	3	3	1141	20	60.0	7350	5	7	1951	1951	0.0	852	0	100	952	0	952	1	0	1	0	2	1	4	0	1988.0	2	840	0	0	0	0	0	0	0	6	2008	11.842229212112828	952
1141	3	1	2	0	3	0	1	0	14	4	2	0	5	1	0	9	10	1	1	3	0	5	1	1	4	6	1	2	2	3	4	4	8	4	3	4	3	3	5	4	3	3	3	1142	60	0.0	10304	5	7	1976	1976	44.0	381	0	399	780	0	1868	1	0	2	1	4	1	9	1	1976.0	2	484	448	96	0	0	0	0	0	10	2009	12.193493863323313	1868
1142	3	1	2	3	3	0	4	0	5	2	2	0	5	3	0	12	13	3	2	1	2	5	1	1	4	6	3	1	2	3	4	4	6	5	4	3	5	3	5	4	3	3	3	1143	60	77.0	9965	8	5	2006	2007	340.0	1150	0	316	1466	0	2828	1	0	3	0	4	1	11	1	2006.0	3	1052	125	144	0	0	0	0	0	4	2007	12.959538518762063	2828
1143	3	1	2	3	3	0	4	0	19	2	2	0	2	1	0	13	10	2	1	3	2	5	1	1	4	6	6	3	2	3	4	4	8	4	3	3	3	3	3	3	0	0	0	1144	20	0.0	9000	5	3	1959	1959	0.0	288	0	718	1006	0	1006	0	0	1	0	3	1	5	0	0.0	0	0	0	24	0	0	0	0	0	7	2008	11.289781913656018	1006
1144	3	1	2	3	3	0	4	0	7	2	2	1	0	1	0	8	8	2	0	3	1	5	3	0	0	6	5	2	2	3	2	4	8	4	3	2	4	3	2	2	0	3	3	1145	190	60.0	12180	4	4	1941	1950	0.0	348	0	324	672	0	924	1	0	1	0	2	1	5	0	1941.0	1	280	0	0	0	0	0	0	0	7	2010	11.289781913656018	924
1145	4	1	2	3	3	0	4	0	3	2	2	0	0	1	0	8	8	2	0	3	5	5	1	1	4	6	5	2	2	3	4	4	8	3	3	3	3	3	5	3	4	3	3	1146	50	52.0	6240	5	6	1928	1950	0.0	0	0	1042	1042	0	1576	0	0	1	0	3	1	8	1	1928.0	1	225	0	0	0	0	0	0	0	8	2006	11.911701584927597	1576
1146	3	1	2	3	3	0	4	0	20	2	2	0	2	1	0	13	15	1	1	3	2	5	1	1	4	6	1	2	2	3	4	4	8	4	4	3	4	3	3	4	3	3	3	1147	20	0.0	11200	6	5	1985	1985	85.0	1258	0	40	1298	0	1298	1	0	2	0	3	1	5	1	1985.0	2	403	165	26	0	0	0	0	0	5	2006	12.100712129872347	1298
1147	3	1	2	3	0	0	4	0	6	2	2	0	5	1	0	8	8	2	1	3	4	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	3	3	5	2	4	3	3	1148	70	75.0	12000	7	7	1941	1950	0.0	275	0	429	704	0	1564	0	0	1	1	3	1	7	1	1941.0	1	234	0	0	0	0	0	0	0	7	2009	12.069680020624618	1564
1148	4	1	2	3	3	0	4	0	17	2	2	0	0	1	0	13	14	2	2	3	5	5	1	1	4	6	5	2	2	3	4	4	8	4	3	3	3	3	3	3	4	3	3	1149	50	0.0	5700	7	7	1926	1950	0.0	0	0	572	572	0	1111	0	0	1	0	2	1	5	1	1982.0	1	288	0	0	176	0	0	0	0	8	2008	11.66907414746016	1111
1149	4	1	2	3	3	0	4	0	17	0	2	0	5	3	0	12	13	2	2	3	0	5	1	1	4	6	5	2	2	3	4	4	8	4	3	4	3	3	5	3	0	3	3	1150	70	50.0	9000	7	9	1920	1988	0.0	624	0	26	650	0	1482	0	1	1	0	3	1	7	0	1930.0	2	324	0	0	0	0	0	0	0	7	2009	11.870599909242044	1482
1150	3	1	2	0	3	0	4	0	12	2	2	0	2	1	0	3	3	2	1	3	5	5	1	1	0	6	1	2	2	3	0	4	8	4	3	3	3	3	5	4	4	3	3	1151	20	57.0	8280	6	5	1950	1950	0.0	0	0	932	932	0	932	0	0	1	0	2	1	4	1	1950.0	1	306	0	0	214	0	0	0	0	11	2007	11.728036844587175	932
1151	3	1	2	3	3	0	4	0	7	2	2	0	2	1	0	6	10	1	1	3	1	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	3	3	3	2	4	3	3	1152	20	134.0	17755	5	4	1959	1959	132.0	176	0	1290	1466	0	1466	0	0	1	1	3	1	6	2	1959.0	2	528	0	140	0	0	100	0	0	11	2006	11.917723684090689	1466
1152	3	1	2	0	3	0	4	0	6	2	2	0	2	1	0	10	11	2	2	3	0	2	1	1	4	6	1	0	2	3	4	4	8	0	3	3	3	3	5	5	4	3	3	1153	20	90.0	14115	6	7	1956	2004	0.0	296	547	230	1073	0	1811	0	0	1	0	2	1	6	1	1956.0	2	470	0	0	280	0	0	0	0	7	2006	12.345834587905333	1811
1153	4	1	2	3	3	0	0	0	9	2	2	0	2	1	0	13	14	2	0	0	0	5	1	1	4	6	5	2	2	3	4	4	8	4	4	4	3	3	5	3	0	3	3	1154	30	0.0	5890	6	8	1930	2007	0.0	538	0	278	816	0	816	0	0	1	0	2	1	5	0	2002.0	1	432	0	0	96	0	0	0	0	6	2008	11.699405031912846	816
1154	3	1	2	0	3	0	4	0	12	2	2	0	5	1	0	12	13	3	1	1	0	5	1	1	4	6	1	2	2	3	0	4	8	4	3	3	3	3	3	4	4	3	3	1155	60	0.0	13700	7	6	1965	1988	288.0	454	0	410	864	0	1820	0	0	1	2	4	1	8	2	1965.0	2	492	60	84	0	0	273	0	0	5	2008	12.215032386901646	1820
1155	3	1	2	0	3	0	0	0	24	2	2	0	2	1	0	9	10	2	1	1	0	5	1	1	4	6	1	1	2	3	4	4	8	4	4	4	4	3	3	4	2	3	3	1156	20	90.0	10768	5	8	1976	2004	0.0	1157	0	280	1437	0	1437	1	0	2	0	3	1	6	1	1976.0	2	528	0	21	0	0	180	0	0	7	2007	12.292250341771226	1437
1156	3	1	2	3	3	0	4	0	12	2	2	0	7	1	0	3	3	2	2	1	0	5	1	1	4	6	1	1	2	3	2	4	8	4	3	4	3	3	4	4	4	3	3	1157	80	85.0	9350	5	8	1965	1999	0.0	633	0	586	1219	0	1265	0	1	2	0	3	1	6	1	1965.0	2	502	0	92	0	96	0	0	0	10	2008	12.100156419938624	1265
1157	3	1	2	0	3	0	4	0	16	2	2	3	2	1	0	12	13	3	2	3	2	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	4	3	5	4	4	3	3	1158	120	34.0	5001	7	5	2007	2008	166.0	904	0	410	1314	0	1314	1	0	2	0	2	1	6	1	2008.0	2	626	172	62	0	0	0	0	0	7	2009	12.345834587905333	1314
1158	3	1	2	3	3	0	2	0	21	1	2	0	2	1	0	12	13	3	2	3	5	5	1	1	4	6	1	1	2	3	4	4	3	5	4	3	4	3	5	4	0	3	3	1159	20	92.0	11932	8	5	2007	2008	186.0	0	0	1580	1580	0	1580	0	0	2	0	3	1	7	0	2008.0	3	830	0	24	0	0	0	0	0	6	2008	12.367885325692589	1580
1159	3	1	2	3	3	0	4	0	14	2	2	0	5	3	0	6	6	1	1	3	0	5	1	1	4	6	1	1	2	3	4	4	8	4	4	3	3	3	3	4	3	4	3	1160	60	76.0	9120	6	6	1974	1974	270.0	442	0	459	901	0	1876	0	0	2	1	4	1	8	1	1974.0	2	540	0	69	0	0	0	0	0	7	2008	12.128111104060462	1876
1160	3	1	2	3	3	0	4	0	13	2	2	3	5	1	0	9	2	2	1	3	0	5	1	1	4	6	1	2	2	3	4	4	8	4	3	3	4	3	2	3	3	3	3	1161	160	24.0	2280	6	5	1978	1978	0.0	311	0	544	855	0	1456	0	0	2	1	3	1	7	1	1978.0	2	440	26	0	0	0	0	0	0	7	2010	11.891361900690473	1456
1161	3	1	2	0	2	0	1	0	6	4	2	0	2	3	0	6	6	1	1	3	1	5	1	1	4	6	5	2	2	3	4	4	8	4	4	3	3	3	5	4	4	3	3	1162	20	0.0	14778	6	7	1954	2006	72.0	728	0	568	1296	0	1640	1	0	1	0	3	1	7	1	1993.0	2	924	108	0	0	216	0	0	0	11	2008	12.319401330837177	1640
1162	3	1	2	3	3	0	4	0	19	2	2	0	2	1	0	12	13	2	1	3	1	5	1	1	4	6	1	0	2	3	4	4	8	4	3	3	4	3	4	3	1	3	3	1163	20	109.0	8724	5	5	1968	1968	0.0	492	0	402	894	0	894	0	0	1	0	3	1	5	1	1968.0	2	450	0	0	0	0	0	0	0	5	2007	11.76756768334381	894
1163	3	1	2	3	3	0	4	0	19	1	2	2	6	1	0	9	10	2	1	0	2	5	1	1	4	6	4	2	2	3	4	4	8	2	3	3	4	3	3	3	0	2	3	1164	90	60.0	12900	4	4	1969	1969	0.0	1198	0	0	1198	0	1258	2	0	0	2	0	2	6	0	1969.0	2	400	120	0	0	0	0	0	0	1	2008	11.598726943661342	1258
